제목,내용,평점,좋아요 수
나는 고양이로소이다,싫어해도 좋아 때리지는 맙시다,5.0,5
겟 아웃,재미나네요 엔딩은 좀 아쉽지만,5.0,8
베를린 신드롬,걍 그러네요,2.5,0
100미터,"내가 부끄러워지는 영화다 
실화라니",5.0,5
박열,"그 시대 어찌 그리 당당할수 있었나요?
부끄럽습니다",5.0,4
블러드 파이트,"각성  방식이 너무 식상하자나 ㅡㅜ
클레멘타인도 아니고",3.5,2
택시운전사,다시는 이런 비극이 일어나지 않길,4.0,3
맨체스터 바이 더 씨,리  힘내요,5.0,5
더 서클,좀 오바 같은 상상이지만 어마어마한 데이터는 누적 되고 있는건 사실!  구글 혹은 페북이라면 가능한 얘기,3.0,3
브리티시 잡,보안 너무 약한거 아닌가??? 이게 실화라니,3.0,1
골드,정말 영화 같은 인생이다!  반전이 우어,4.0,4
리얼,편집?  시나리오가 배우 하나 병신 만드는거 쉬운거,0.5,8
넘버원 전화사기단,막판 너무 진지한거 아냐?,3.0,0
더 바,머지?  왜 이렇게 되는건지 나만 이해 못하나는건가,3.0,2
군함도,마지막 한컷이  이 영화의 모든것,4.0,6
어트랙션,이제 외계인을 보여줘,2.0,3
악녀,액션은 찬락한데 핵심이 없네,2.5,7
쿵푸 요가,"성룡이 형 ㅜㅜ
마지막은 발리우드 ㅋ",2.0,2
히치하이크,ㅋㅋㅋㅋㅋ,0.5,1
신비한 동물사전,cg보는 재미에 0.5점 더 드림,3.5,2
트랜센던스,인간의 감정은 논리적이지 않아,2.5,1
8인의 수상한 신사들,머냥 이건  웃기지도 않고,2.0,1
네루다,현실인가 소설인가,3.0,3
라라랜드,"아 크락슨 소리 좀 ㅜㅜ
가로등 장면 빼고는",3.0,6
어느날,"막판에 끌지만 않았다면 좋았을텐데
왜 자꾸 눈물을 강요하나",3.0,3
언노운 걸,"아주 담백한 영화다
그러나 몰입감이 대단!",4.0,5
존 윅 - 리로드,다 죽여주마~~~,3.0,7
불한당: 나쁜 놈들의 세상,불한당스러운 영화,2.0,7
아빠는 딸,마지막 영상 때문에 1점 더 찍음,3.5,4
해빙,"조진웅씨 연기때메 나름 볼만 
반전은 1절만하지 ㅎ",3.5,7
임금님의 사건수첩,"허얼~~~~~~
너무 안 어울린다",2.5,5
특별시민,"현실의 선거보다는 재미가 없네요 
ㅎ",3.5,6
프리즌,배우가 아깝다는 생각이 듭니다  ㅡㅜ,2.5,10
캐리비안의 해적: 낯선 조류,개인적으로 제일 재미없는 시리즈네요,3.0,0
캐리비안의 해적 - 세상의 끝에서,"초반에 머지??  하다가 
오~ 액션신이 좋구먼 ㅎ",4.0,4
캐리비안의 해적 - 망자의 함,크라켄 액션 장면 대박!!!,4.0,3
패트리어트 데이,돌아가신 분들의 명복을 빕니다,3.5,2
보통사람,"다 잘 될꺼야~
앞으로도!
조달환 연기 대박이네",4.0,4
캐리비안의 해적 - 블랙 펄의 저주,키이라 나이틀리 이쁘심!,3.0,6
노무현입니다,중간 중간 소름이.....,5.0,9
신은 죽지 않았다 2,진짜 포교 영화였어?,2.0,0
플로렌스,"걍 음치 영화인지 알았는데
더 많은 얘기가있구나
그나저나 택시 너무 이쁘다",3.0,5
업 포 러브,궁금하다  어찌해야 저런 매력 발산이 가능할까,3.5,5
문라이트,담담하게  아린다,3.5,11
슬립리스: 크리미널 나이트,반전이 설득이 안된다,2.0,0
보안관,"예상된 반전이지만 나쁘지 않군 ㅎ
역시 연기 잘해~~",4.0,10
원라인,음  빨리 풀리는 이유가 있구낭,2.0,3
설리: 허드슨강의 기적,"이런일이 있었군요
기장의 판단으로 전원구조! 에휴",4.0,6
용의자,액션 대박이네요 !,4.0,2
엘리시움,상상력이 재미나네요,4.0,2
우리들,"이건 5분만에 빠져들었다
너무 자연스럽자나",5.0,13
비정규직 특수요원,이게 멍미?  주연이 조연인듯,2.0,1
조작된 도시,눈요기하기 좋은 영화~,3.0,3
눈길,사과 할 놈은 사과 안하는데  너가 왜 미안해,5.0,3
너브,소개에 속은 내 잘못이지 뭐,2.0,1
파이니스트 아워,실화 기반 영화 중 제일 재미없었다,2.5,0
더 플랜,이번 선거에서는 제발 깨끗한 투표 개표가 되길!!!,5.0,7
33,다 좋은데 너무 끈다,4.0,4
스페이스 비트윈 어스,웃긴날에 만나자~~,3.0,2
"내 어깨 위 고양이, 밥",공감과 관심은 한 사람의 인생을 바꾸기에 충분,4.0,2
루시드 드림,"아 정말 영화관에서 안보길 다행
왜 다들 발연기 같지?",2.0,3
핵소 고지,고지 올라가는 전까지를  길게 가져간 이유가 충분히 있군요,4.0,9
본 투 비 블루,"연기도 대박 !
쳇베이커의 음악이 궁금해지는 영화~",5.0,8
더 웨이브,실화 재난 영화지만 결론은 가족영화,3.0,3
스노든,좀 더 빠르게 전개되었으면 더 나았을듯,4.0,3
스플릿,"볼링이라는 새로운 도구
 하지만 심심한 스토리",2.0,5
무한대를 본 남자,뭔진 모르겠지만 대단한가보다,3.0,1
딥워터 호라이즌,시멘트 검사 했어 안했어?,3.0,6
"나, 다니엘 블레이크",조용히 큰 울림이 느껴진다!!,5.0,9
재심,뭔가 조금 아쉽다,3.5,2
죽여주는 여자,생각보다 많은 걸 담고있는 영화,4.0,6
아이언맨 3,재밌다!!! 저 많은 슈트중에 하나만 주세요 ㅡㅜ,5.0,8
아이언맨 2,1편보다는 조금 아숩다 볼거리는 최고!!,3.0,4
아이언맨,난 왜 은색 슈트가 더 멋져보이지 ㅎ,4.5,8
겨울왕국,노래가 정말 좋구나~~,4.0,5
45년 후,"고작 편지 한장으로 45년 동안 
함께한 시간이 흔들리다",4.0,6
더 킹,간혹 쓸데없는 장면이 나와서 4점,4.0,5
너겟츠,"짧은 시간에 중독의 무서움을 제대로 전달하네 ㅡㅡ
뜨끔!!",5.0,1
인간,탐욕의 끝!!!!,4.5,1
공조,역시 여자랑 보면 안되는 거였다 ㅡㅜ,4.5,9
목숨 건 연애,정말 목숨 걸고 다 봤다!!!!,1.0,1
가려진 시간,"경험 해 보고 싶은 판타지다 !
신은수라는 아역 대박!",4.0,6
바스티유 데이,나 테러범 아니라니까!!!!,3.5,3
형,우리형에 국가 대표 믹스~,3.0,2
럭키,과거는 지우자,3.5,5
데몰리션,"철거 할  때 스트레스 풀리겠네
빈 껍데기일 뿐",3.0,4
나의 산티아고,오늘의 교훈은~?,4.0,1
혼숨,실제로 아프리카에서 봤음 무서웠겟네,3.0,3
그랜드파더,죽지마....  할아버지,3.0,2
"고산자, 대동여지도",거참 아쉽네 너무 드라이한거 아닌가,2.0,1
쥬라기 공원 3,잉? 3d  프린터?,3.5,0
4등,"와 너무 진짜 같아 소름
아역들 연기 너무 잘하네!",4.0,12
해리포터와 죽음의 성물 2,괜찮은 시리즈였다!!!!,5.0,5
해리포터와 죽음의 성물 1,흥미진진한데???,4.0,4
사랑하기 때문에,왜 보면서 농락 당하는거 같지 ㅡㅡ,2.0,1
해리포터와 혼혈왕자,아브라 카다브라 ㅡㅜ,4.5,2
부산행,한국판 좀비도 간지남 ㅋ,5.0,14
해리포터와 불의 잔,무도회는 왜 있었던걸까?  러브라인?,3.5,6
해리포터와 아즈카반의 죄수,디멘터를 실제로 본다면 덜덜;;;,4.0,5
"당신, 거기 있어줄래요",마지막이 좀 아쉽지만 정말 사랑하는 사람을 못 본다면 어떨까,5.0,9
해리포터와 비밀의 방,도비 불쌍해 ㅜㅜ,4.0,7
트럼보,"역시 실화 기반 영화는 몰입도가 굿!!
처음 알게된 사실도 많고!",5.0,6
사울의 아들,정말 참담하네요,4.0,8
분노의 질주: 더 세븐,...........,5.0,1
비틀즈: 하드 데이즈 나이트,비틀즈 세대는 아니지만 노래 좋음!!,4.0,3
산이 울다,중국판 이끼???,4.0,1
그레이의 50가지 그림자,허허 보면 볼수록 기분이 나쁜 영화,1.0,3
노리개: 그녀의 눈물,지금도 나아진게 전혀 없는,4.0,2
비거 스플래쉬,음악만!!!! 좋았다,3.0,8
당신자신과 당신의 것,어렵다 뭘 얘기하는거.....,2.0,5
최악의 하루,"생각 보다 재미나네요 ㅎ
기대없었는데 남산 가고 싶다",3.5,5
판도라,"소재는 너무 맘에 들었는데
감동 코드는 어쩔 수 없는건가
막판엔 지루할 정도",2.5,8
국가대표2,"어설픈 북한말!  
너무 뻔한 시나리오",1.0,3
자백,국정원은 도대체 뭐하는 기관인가,5.0,3
본 레거시,캬~  추격신 머찌다 !!,5.0,1
본 얼티메이텀,스파이 액션 중 최고다!!!!,5.0,7
본 슈프리머시,마지막 추격씬 너무 멋짐!! 액션이 이정돈 되야지 ㅎ,3.5,5
본 아이덴티티,이게 2002년 영화라니 ...,4.0,7
미씽: 사라진 여자,"생각 보다 볼만했다
슬프다 ㅡㅜ",3.5,4
아수라,비트 신세계 올드보이 변호인이 생각나는 영화,3.0,4
통 메모리즈,"재미나게 봤네요
킬링타임으로 좋아요~",3.0,2
아이 엠 어 히어로,영화를 다 봤지만 여고생의 존재가 의문이다 ????,2.5,3
나우 유 씨 미 2,역시 후속작은 별로네요 ㅡㅜ,3.0,4
나우 유 씨 미: 마술사기단,"재미지네요
눈 요기 잘 했음",4.0,3
토르: 다크 월드,"토르보단 로키가 더 멋진듯?
마지막 전투씬은 약 드신듯 ㅎ",3.5,3
토르: 천둥의 신,음 이게 토르의 시간이군요,3.5,3
그물,"연기 소름 끼치게 하네요  
실화라고 해도 믿겠네요",3.5,6
크리미널,걍 볼만 하네요,3.0,5
이퀄스,"이 무슨 억지 설정인가 
남주  때메 20분  길어진 러닝타임",2.0,2
뉴 스텝업: 어반댄스,"영화지만 제대로 된 오디션 프로 본듯 하다
마지막 20여분은 대박인듯",4.0,0
메카닉: 리크루트,크어  알바님 짱!!!,3.0,2
퓨리,보기만 해도 힘든 전쟁!!,3.5,0
엑스페리먼트,"사람은 자그마한 권력에도 미쳐가는구나
그게 실험일지라도",5.0,4
해안선,장동건  미친연기 !!,4.0,0
범죄의 여왕,그저그런 영화인듯 했는데 의외로 재미났음,3.0,3
서울역,만화이지만 많은게 보이네요,3.5,1
스킵트레이스: 합동수사,"오랜에 성룡 행님 본거로 만족 ㅎ
역시 클로징  ng 장면은 여전하네요",3.0,2
주토피아,"무한한 상상럭이 돋보이네요 ㅎ
주디 기요미 ㅋ",4.0,8
빅,잘봤어요,3.0,1
인천상륙작전,뭔가 많이 비어있는듯한 느낌,3.5,0
2016 무한상사 - 위기의 회사원,고생하셨습니다~,3.0,1
밀정,역시 믿고 보는 송강호 연기뿐 아니라 주연이든 조연이든 대단한 연기에 감동 받음!!!!,5.0,7
나의 소녀시대,"평범한 내용으로 두시간 동안 할 필요가 있었나 싶네요
딱 러닝타임 80분 정도였으면 좋았을듯",3.0,2
아가씨,"일하며 봐서 그런지 반전이 크게 안 다가온듯
다시 봐야겠네",3.5,10
비밀은 없다,이건 별로다 뭔가 짬뽕스러운,2.0,6
특별수사: 사형수의 편지,통쾌 한 장면은 두 곳 정도??,3.5,1
피아니스트 세이모어의 뉴욕 소네트,피아노라는 악기 하나에 대한 열정 혹은 욕심,3.0,1
하나와 미소시루,따뜻한 미소시루 한 그릇 먹은듯한 영화,4.0,5
하이-라이즈,내겐 좀 어렵다  ㅡㅡ,2.0,2
터널,"하정우에 대한 기대가 컷던걸까 
약간은 실망스러운",3.0,7
덕혜옹주,"내가 몰랐던 역사의 한 부분을 알게 되어
그리고 배우 손혜진의 절제된 연기 
좋다!!!!",5.0,5
무서운 이야기 3 : 화성에서 온 소녀,이런 영화를 만든 사람이 너무 무섭다,0.5,2
히야,제목에 낚이다  ㅡㅡ,2.5,1
오베라는 남자,재미있다 근데 보는 내내 장수상회가 생각나네,4.0,5
깡철이,본거였구나  ㅋ,3.5,2
니드 포 스피드,"슈퍼카 그야 말로 드림카
엔진 소리에 두근두근",3.5,3
니모를 찾아서,아항 여기서 도리도 나왔었구나 ㅎ,3.0,8
인보카머스,이걸 보니 검은 사제들에서의 박소담 연기가 대박이었다는걸 알겠다,3.0,4
섬. 사라진 사람들,배성우씨 참느라 고생했네요 ㅎ,2.0,4
제3의 사랑,유역비 이쁘다,2.0,2
더 보이,이런 말도 안되는 영화라니 ㅡㅠㅡ,2.0,2
시간이탈자,얘기 짜 맞히느라 수고하셨습니다,1.0,4
하드코어 헨리,아놔 왜봤지?,2.0,3
굿바이 싱글,배우 김혜수 한테 잘 어울리는 역인듯,4.0,5
라스트 홈,자리가 사람을 만드는군요,4.0,7
갓 오브 이집트,보는 내내 잘 만든 게임 인트로 영상을 보는듯,3.5,5
대배우,아 이런 ㅡㅜ 이정도 일진 몰랐다,2.0,4
그녀,"왠지 Os1을 구글에서 만들고 있을듯 하다 
굉장한 상상력이다",4.0,7
귀향,"현재와 과거와의 연결이 조금은 어색하지만
너무 맘이 아파 어렵게 본 영화",3.5,3
동주,아 젊음은 오래 거기 남아있거라...,3.5,10
런던 해즈 폴른,"대놓고 미국 자랑인데
오글 거릴 정도 ㅡㅡ",2.5,2
헝거,10여분이 넘는 롱테이크씬에 놀라고 배우에 의해 놀라고 그의 신념이 존경스럽다,4.0,6
조이,로렌스의 매력에 빠져부렀다,4.0,2
허트 로커,"나한텐 몇가지가 남았나. 
없는듯 ㅡㅜ",4.0,6
스타워즈: 깨어난 포스,이러니 스타워즈 스타워즈 하는거구나,4.0,4
마담 뺑덕,덕이의 중간 삶에 대한 디테일이 좀 더 있었으면,2.0,1
위플래쉬,"눈을 깜빡할새도 주지 않는 마지막 장면 
소름이다",5.0,8
곡성(哭聲),있을법한 사람에 의해 더욱 배가된  공포,4.0,10
널 기다리며,캐스팅에서 2g 정도 부족한듯 아숩다,3.5,1
남과 여,아역의 떠내려가 한 마디,3.0,0
헝거게임: 더 파이널,"시리즈를 안봐서 그렇겠지?
허무한  느낌...",2.0,1
챔피언 프로그램,"최근에 이사실을 알게되어 봤는데
정말 영화 같은 실화네",3.5,2
캐롤,또 하나의 사랑하는  법,3.5,5
좋아해줘,"사랑하며 삽시다
대박 캐스팅 ㅎ",3.0,1
룸,"제이콥에 반햇뿟따
경찰이 제대로 일을 해야하는 이유",4.0,6
제5침공,이 무슨 보이 걸 스카우트 같은게 있나 덜덜,1.0,4
"날, 보러와요",반전이 반전 다웠다,5.0,7
검사외전,그냥 저냥 이게 왜 1위를 그리 오래 동안 했는지 모르것다,2.5,3
대니쉬 걸,뭐라 쉽게 표현 못 할 한 사람의 인생,4.0,3
순정,"한시간 가까이 눈물 짜내려고 하는 노력에 별하나
드림",1.0,0
헤이트풀8,"그럭저럭 웃음도 있고 스릴도 있고 고어도있고
종합 선물 세트 ~
잼나다 !",5.0,9
매드맥스: 분노의 도로,"나에게도 이런 집중력이 있다니!!!
러닝타임이 어찌 지나간지 모름",4.0,10
하트 오브 더 씨,내가 바라던 이야기가 아니라 아쉽,3.0,1
레버넌트: 죽음에서 돌아온 자,"디카프리오는 연기를 한게 아닌거 같다
미쳤다!!",5.0,5
네이든,와 마지막엔 누구보다 행복하겠다,4.0,0
생산적 활동,머지?  하다 보다가 !!!,4.0,0
빅쇼트,사기꾼들,5.0,3
스포트라이트,이게 실화라니 무섭고 끔찍하다,4.0,7
루시,스칼렛 요한센  이쁘시다 ㅎ,3.0,3
스누피:더 피너츠 무비,나두 여름방학 보내고 시푸다 ㅡㅜ,3.0,1
스티브 잡스,"아쉽다  마지막 대사에서 얘기한거 까지만 보여주지
빠른 대사임에도 굉장히 집중 되는 매력",3.0,2
오빠생각,아이들이 뭔죄여,3.5,1
007 스펙터,헐 지들끼리 스파이 놀이 하는듯한 전혀 긴장감 없다,2.5,1
쿵푸팬더 3,재밌다 근디 드래곤볼이 생각나는건 기분탓이겠지 ㅎ,3.5,3
이웃집에 신이 산다,와 상상력이 엄청난듯,4.0,5
구스범스,단지 가족 영화,3.0,0
스파이 브릿지,신념이 이래서 중요한거다,4.0,1
대호,인간 그리고 짐승  크게 다르지 않다,3.5,2
셜록: 유령신부,역시  드라마를 안봐서 그런지 그냥 약 빤  남자 얘기 같아,2.0,1
그날의 분위기,원나잇 조장 영화,2.0,0
나를 잊지 말아요,누가 더 이기적인지 모르겄다,3.0,2
세기의 매치,오랜만에 진한 연기가 있는 영화를 본듯,4.0,1
맨 프롬 엉클,슈트핏 좋네 부럽,3.5,4
굿 다이노,감동과 즐거움이 동시에,4.0,3
라스트 위치 헌터,반전이 안놀라운게 반전,3.0,1
맥베스,볼만 하네요~,3.0,2
"로봇, 소리",있을 때 잘 하자~ 믿고보는 이성민 연기 ㅎ,3.5,0
더 셰프,제목 때문인가? 요리? 사랑?,2.5,1
몬스터 호텔 2,이런 캐릭터 너무 좋아 ㅎㅎ,4.0,0
조선마술사,"왜 마술사란 키워드를 쓴걸까 걍 진부한 사랑 얘긴데?
유승호만 믿고 대충 만든듯 ㅋ",2.0,2
나의 절친 악당들,너무 재미없어 놀랬다,2.5,0
크림슨 피크,사랑이 뭐길래,3.0,0
검은 사제들,아직은 이런 장르는 내겐 맞지않다,2.0,5
히말라야,역시 연기파 배우다 ㅎ 정우씨 때메 울었음 ㅡㅜ,4.0,1
"협녀, 칼의 기억",아 왠지 오글거리는 영화,2.0,2
열정같은소리하고있네,영화는 영화다 지금은 일어날 수 없어,3.5,1
도리화가,"소리에 집중하느라 표정 연기가 부족해보인다
스승과 제자의  감정씬이 너무 길어 지루지루",2.0,2
쎄시봉,이 시대의 음악과  살아보지 않아서인가 조금은 거리감이 느껴진다,3.0,2
마션,삶에 대한  끈질김과  소중함,3.0,7
하늘을 걷는 남자,생각만해도 아찔 ㅇ,3.0,0
거인,안아주고 싶다,4.0,5
어벤져스: 에이지 오브 울트론,"세계관을 알고 보면 더 재미날텐데 ㅎ
아숩군",3.5,2
미쓰 와이프,뻔해,3.0,1
뷰티 인사이드,부럽기도하고 힘들듯하기도 하고  색다르다,4.0,4
특종: 량첸살인기,머지  흠  ㅡㅡ,2.0,0
죽거나 혹은 나쁘거나,"흑백을 통해 본 처절함 
근데 마지막 장면에 나오는 팝이 궁금해",4.0,1
미션 임파서블: 로그네이션,이제 그만~,3.0,2
내부자들,연기 잘한다 ㅎ 김씨 생각나네 ㅋ,5.0,5
미니언즈,"캐릭터 먼말하는지도 모르겠고
마지막 캐릭터는 철수 닮았네 ㅋ",2.0,3
앤트맨,역시 히어로 장르는 내게 안 맞는가 ㅎ,2.0,3
더 폰,그니까  있을 때 잘해야함,2.0,1
그놈이다,먼가 어색하게 맞춰진듯한 스토리,2.0,0
메이즈 러너: 스코치 트라이얼,전편을 안 봐서 그런지 허무하게만 느껴지네,3.0,1
함정,아 제목 보고 눈치 챘어야하는데 ㅜ,2.0,1
비밀,유정아 지못미 ㅡㅜ,1.0,2
인사이드 아웃,역시 감정도 굴곡이 있어야 한다는것,3.5,6
성난 변호사,어지럽다,3.0,2
탐정 : 더 비기닝,비기닝이면 속편이 나온다는건가?  글쎄다,3.0,1
춘희막이,마지막 한마디의 울림,3.0,0
사도,눈빛에 빠져버렸다  무서울 정도로,3.5,5
서부전선,여진구의 연기력이 너무 아깝다 ㅡㅜ,2.5,0
인턴,닮고 싶은 노년의 생각,4.0,3
인생은 아름다워,"뭐라도 코멘트를 달아야할지 
멍한 기분이다",5.0,12
사랑 후에 남겨진 것들,결국은  남겨지는게 뭔가.....,3.0,0
오피스,재미도없고 감동도 없고,2.0,2
치외법권,누군가 떠 오르긴하네 ㅋ,3.0,1
베테랑,"전개가 빨라 몰입도는 좋은데
유아인이 더 나쁜 놈으로 그려졌다면 더 좋았겠다",4.0,7
암살,오달수의 마지막 대사가 현재의 우리에게 말하는듯하다,4.0,7
한나를 위한 소나타,"시간이 어찌간지 모르겠다
바보 어른들로인해 희생당한 아이들의 명복을 빌며",5.0,2
오퍼나지 - 비밀의 계단,그냥 저냥 그나저나 남펹이 겁이 많네,3.0,1
지구를 지켜라!,걍 우뢰매 성인 버전? 먼가를 풍자하는거라면 과하다,2.0,2
쓰리 데이즈,생각 보다 긴장감이 덜하다,3.0,3
라 비 앙 로즈,연기에 박수! 에디뜨에게 박수,5.0,1
킬리만자로,박신양 연기 살발하게잘하네!,3.5,0
레이드 : 첫번째 습격,맨손 격투 액션의 화려함,4.0,0
로드 무비,황정민 대박이다,3.0,1
남쪽으로 튀어,오연수가 짱이다!!!!,3.0,0
스물,"생각보다 너무 재미났다
남주들의 적절한 케미가 돋보였다",5.0,3
13일의 금요일,아직도 13일 금요일이 되면 생각남 ㅎ,3.0,0
오아시스,"문소리가 정말 장애우인지 알았던 영화
편견만 걷어내면 다를게 없다",5.0,5
그때 그사람들,지금 딱 봐야되는거 피는 못 속임,4.0,3
트루맛쇼,맛집 소개는 아직도 이런식ㅡㅜ,4.0,1
슬랩스틱 브라더스,뜬금없이 여자친구 이쁘다,3.0,0
파이터,재밌다 실화라 더 감정 이입되는듯,4.0,3
"장화, 홍련",난 너무 어렵다 ㅡㅜ,3.0,2
컨빅션,실화라는게 믿기지가 않다  영화보다 더 영화,3.0,1
작전,요즘도 다시 보는 영화 좋다!!!,4.0,2
소셜포비아,중간에 살짝 잠듬,3.0,3
두 개의 문,슬프다 달라진게 없어서,4.0,3
악의 연대기,손현주라는 배우가 아깝다는 생각,3.0,3
블랙북,말이 필요없다  반전에 반전 굿!,5.0,1
심야의 FM,별로다,3.0,0
홀리데이,지금이랑 별 차이 없는....,3.5,1
